id_avaliacao;data;canal;regiao;loja;nota;categoria;texto_avaliacao;sentimento;tema_principal
AV0367;04/05/2024;site;Centro-Oeste;VLR-MT-01;5;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0368;03/11/2023;loja_fisica;Sudeste;VLR-SP-02;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0369;09/01/2023;app;Nordeste;VLR-BA-02;4;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0370;22/09/2024;app;Centro-Oeste;VLR-GO-02;4;acessorios;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0371;29/01/2024;site;Norte;VLR-PA-01;2;calcados;Troca solicitada e nada resolvido. Atendimento confuso.;negativo;troca e devolução
AV0372;20/07/2024;site;Centro-Oeste;VLR-DF-01;3;vestuario;Demorou mais do que o prazo informado no site. Precisei acompanhar pelo SAC.;neutro;entrega
AV0373;13/09/2024;site;Norte;VLR-TO-01;4;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0374;26/04/2023;app;Centro-Oeste;VLR-GO-02;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0375;21/11/2023;loja_fisica;Sul;VLR-PR-01;5;acessorios;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0376;16/03/2023;loja_fisica;Sul;VLR-PR-03;4;calcados;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0377;12/02/2024;loja_fisica;Norte;VLR-MA-01;3;acessorios;Demorou mais do que o prazo informado no site. Precisei acompanhar pelo SAC.;neutro;entrega
AV0378;03/07/2024;site;Sul;VLR-RS-02;3;vestuario;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;qualidade do produto
AV0379;09/06/2023;loja_fisica;Norte;VLR-AM-01;4;acessorios;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0380;23/03/2024;app;Sul;VLR-PR-02;5;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0381;26/02/2023;loja_fisica;Nordeste;VLR-PE-02;4;calcados;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0382;22/12/2023;loja_fisica;Norte;VLR-MA-01;2;vestuario;O processo de troca é muito lento e burocrático.;negativo;troca e devolução
AV0383;01/05/2023;loja_fisica;Centro-Oeste;VLR-GO-03;5;calcados;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0384;23/05/2024;loja_fisica;Sudeste;VLR-MG-02;1;calcados;Não consegui cancelar o pedido. O SAC é inoperante.;negativo;atendimento
AV0385;19/09/2023;loja_fisica;Centro-Oeste;VLR-GO-02;5;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0386;13/01/2023;loja_fisica;Norte;VLR-MA-01;4;acessorios;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0387;06/02/2023;loja_fisica;Sudeste;VLR-SP-03;5;acessorios;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0388;21/03/2023;loja_fisica;Sudeste;VLR-RJ-01;3;vestuario;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0389;17/02/2023;app;Sul;VLR-SC-01;1;calcados;Tentei cancelar o pedido e fui completamente ignorada. Péssimo.;negativo;atendimento
AV0390;20/07/2024;site;Sudeste;VLR-SP-05;5;vestuario;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0391;06/09/2023;loja_fisica;Centro-Oeste;VLR-GO-03;4;calcados;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0392;13/07/2024;site;Sul;VLR-SC-01;5;calcados;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0393;11/12/2024;site;Norte;VLR-AP-01;1;vestuario;Estou sem o produto e sem devolução do dinheiro. Absurdo.;negativo;troca e devolução
AV0394;26/06/2024;site;Norte;VLR-TO-01;3;vestuario;Produto mediano. Para o preço cobrado, esperava mais acabamento.;neutro;qualidade do produto
AV0395;06/04/2023;site;Sudeste;VLR-SP-03;5;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0396;28/03/2023;loja_fisica;Sul;VLR-RS-03;5;acessorios;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0397;05/03/2023;loja_fisica;Sul;VLR-PR-02;5;calcados;Vale muito o preço. Produto durável e bonito.;positivo;preço
AV0398;01/12/2023;loja_fisica;Nordeste;VLR-SE-01;5;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0399;21/08/2024;loja_fisica;Centro-Oeste;VLR-GO-02;5;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0400;02/01/2024;loja_fisica;Norte;VLR-AC-01;4;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0401;03/12/2024;app;Centro-Oeste;VLR-GO-01;5;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0402;12/09/2023;loja_fisica;Norte;VLR-PA-02;5;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0403;19/02/2024;loja_fisica;Sul;VLR-PR-03;3;vestuario;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0404;05/03/2023;loja_fisica;Sul;VLR-PR-03;4;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0405;28/03/2023;site;Nordeste;VLR-PI-01;3;acessorios;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0406;05/04/2023;site;Norte;VLR-RR-01;2;calcados;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0407;09/02/2024;site;Norte;VLR-AC-01;1;calcados;Tentei cancelar o pedido e fui completamente ignorada. Péssimo.;negativo;atendimento
AV0408;09/10/2023;app;Sudeste;VLR-SP-04;2;acessorios;Troca solicitada e nada resolvido. Atendimento confuso.;negativo;troca e devolução
AV0409;25/05/2024;loja_fisica;Nordeste;VLR-CE-01;4;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0410;20/10/2024;loja_fisica;Sudeste;VLR-SP-03;3;vestuario;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0411;19/12/2023;site;Sudeste;VLR-MG-01;3;calcados;Entrega lenta. Fiquei uma semana além do prazo esperando.;neutro;entrega
AV0412;15/10/2023;loja_fisica;Centro-Oeste;VLR-GO-02;3;vestuario;O caimento não ficou como na foto, mas o produto tem boa qualidade de material.;neutro;tamanho e caimento
AV0413;13/04/2023;loja_fisica;Sul;VLR-SC-01;4;acessorios;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0414;13/08/2023;app;Centro-Oeste;VLR-DF-01;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0415;29/08/2024;site;Centro-Oeste;VLR-GO-02;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0416;12/07/2023;loja_fisica;Sul;VLR-PR-03;5;calcados;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0417;21/01/2023;app;Nordeste;VLR-CE-01;1;calcados;Atendimento horrível. Esperei 1 hora na fila sem nenhuma atenção.;negativo;atendimento
AV0418;01/07/2023;loja_fisica;Norte;VLR-PA-02;4;vestuario;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0419;22/06/2024;loja_fisica;Norte;VLR-PA-02;5;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0420;06/11/2023;app;Centro-Oeste;VLR-MS-01;4;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0421;26/10/2024;app;Nordeste;VLR-PI-01;3;acessorios;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0422;26/08/2024;app;Sul;VLR-RS-01;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0423;19/12/2024;app;Centro-Oeste;VLR-GO-02;3;calcados;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0424;17/04/2023;loja_fisica;Norte;VLR-AM-01;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0425;01/04/2023;app;Centro-Oeste;VLR-GO-03;2;vestuario;Troca solicitada e nada resolvido. Atendimento confuso.;negativo;troca e devolução
AV0426;21/04/2023;loja_fisica;Norte;VLR-PA-01;3;vestuario;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0427;19/05/2024;loja_fisica;Sudeste;VLR-SP-03;4;acessorios;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0428;17/03/2023;loja_fisica;Sul;VLR-SC-01;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0429;20/01/2024;loja_fisica;Norte;VLR-PA-01;5;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0430;20/09/2024;site;Sul;VLR-RS-01;5;calcados;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0431;14/04/2023;site;Sudeste;VLR-RJ-02;2;vestuario;O processo de troca é muito lento e burocrático.;negativo;troca e devolução
AV0432;07/11/2024;loja_fisica;Nordeste;VLR-AL-01;4;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0433;07/06/2023;loja_fisica;Nordeste;VLR-RN-01;4;calcados;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0434;27/01/2023;loja_fisica;Norte;VLR-RR-01;3;vestuario;Gostei do produto mas esperava mais pelo valor que paguei.;neutro;preço
AV0435;12/02/2024;site;Centro-Oeste;VLR-GO-01;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0436;26/01/2024;loja_fisica;Centro-Oeste;VLR-GO-02;4;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0437;03/10/2023;loja_fisica;Sudeste;VLR-SP-05;4;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0438;26/08/2024;loja_fisica;Norte;VLR-AP-01;3;vestuario;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0439;01/05/2024;site;Sudeste;VLR-MG-01;3;calcados;Produto mediano. Para o preço cobrado, esperava mais acabamento.;neutro;qualidade do produto
AV0440;07/08/2024;loja_fisica;Centro-Oeste;VLR-DF-01;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0441;21/06/2023;loja_fisica;Sul;VLR-RS-03;5;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0442;04/10/2024;loja_fisica;Nordeste;VLR-PI-01;1;vestuario;Pedi um vestido azul e recebi uma calça bege. Incompetência.;negativo;troca e devolução
AV0443;23/07/2024;loja_fisica;Centro-Oeste;VLR-GO-01;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0444;30/09/2024;app;Centro-Oeste;VLR-GO-01;5;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0445;13/04/2023;loja_fisica;Sudeste;VLR-MG-02;2;calcados;Não recebi no prazo e o rastreamento ficou parado por dias.;negativo;entrega
AV0446;28/09/2023;site;Norte;VLR-RO-01;5;acessorios;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0447;25/09/2024;app;Sul;VLR-SC-02;1;vestuario;Atendimento horrível. Esperei 1 hora na fila sem nenhuma atenção.;negativo;atendimento
AV0448;01/05/2024;loja_fisica;Norte;VLR-AM-01;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0449;18/05/2024;loja_fisica;Norte;VLR-TO-01;5;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0450;03/10/2023;loja_fisica;Nordeste;VLR-SE-01;5;calcados;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0451;12/06/2024;loja_fisica;Nordeste;VLR-PE-01;5;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0452;20/06/2024;site;Sul;VLR-RS-02;1;vestuario;Fui ofendida por uma funcionária na loja. Inadmissível.;negativo;atendimento
AV0453;03/02/2023;loja_fisica;Nordeste;VLR-PB-01;5;vestuario;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0454;12/10/2024;app;Centro-Oeste;VLR-MT-01;3;vestuario;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0455;30/04/2024;loja_fisica;Nordeste;VLR-BA-03;4;acessorios;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0456;19/10/2023;site;Nordeste;VLR-PB-01;3;calcados;O caimento não ficou como na foto, mas o produto tem boa qualidade de material.;neutro;tamanho e caimento
AV0457;24/10/2024;loja_fisica;Norte;VLR-AM-01;4;acessorios;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0458;16/05/2023;app;Centro-Oeste;VLR-DF-01;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0459;27/12/2024;loja_fisica;Norte;VLR-TO-01;4;calcados;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0460;24/11/2024;site;Sudeste;VLR-SP-04;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0461;31/08/2024;loja_fisica;Norte;VLR-RO-01;5;calcados;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0462;17/10/2024;app;Centro-Oeste;VLR-GO-03;4;acessorios;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0463;03/06/2023;app;Centro-Oeste;VLR-DF-01;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0464;28/11/2024;site;Norte;VLR-AC-01;5;calcados;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0465;06/02/2023;site;Sudeste;VLR-RJ-02;3;vestuario;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;qualidade do produto
AV0466;18/11/2024;app;Nordeste;VLR-PE-02;4;acessorios;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0467;10/04/2023;site;Centro-Oeste;VLR-MS-01;5;vestuario;Vale muito o preço. Produto durável e bonito.;positivo;preço
AV0468;10/12/2023;app;Centro-Oeste;VLR-GO-02;4;acessorios;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0469;06/12/2023;loja_fisica;Centro-Oeste;VLR-MT-01;5;calcados;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0470;11/10/2024;loja_fisica;Sul;VLR-RS-03;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0471;26/01/2024;loja_fisica;Sul;VLR-PR-02;5;acessorios;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0472;17/12/2023;loja_fisica;Sudeste;VLR-SP-03;5;acessorios;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0473;07/12/2023;loja_fisica;Nordeste;VLR-SE-01;5;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0474;12/06/2023;loja_fisica;Norte;VLR-PA-02;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0475;03/05/2024;app;Nordeste;VLR-PE-01;4;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0476;27/06/2024;app;Norte;VLR-MA-01;5;acessorios;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0477;16/04/2023;app;Norte;VLR-RO-01;3;vestuario;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0478;25/10/2023;loja_fisica;Sul;VLR-PR-01;1;vestuario;Não consegui cancelar o pedido. O SAC é inoperante.;negativo;atendimento
AV0479;16/05/2024;app;Sul;VLR-PR-03;3;vestuario;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0480;18/08/2023;site;Nordeste;VLR-PE-01;5;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0481;08/02/2023;app;Norte;VLR-RO-01;2;calcados;SAC demorou 4 dias para me responder e não resolveu meu problema.;negativo;atendimento
AV0482;08/11/2024;site;Centro-Oeste;VLR-MS-01;4;acessorios;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0483;16/09/2023;app;Norte;VLR-AC-01;3;vestuario;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0484;08/11/2024;loja_fisica;Nordeste;VLR-BA-01;5;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0485;18/04/2023;app;Centro-Oeste;VLR-MT-01;5;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0486;15/09/2024;loja_fisica;Sul;VLR-PR-02;2;vestuario;A qualidade não condiz com o valor cobrado. Produto muito frágil.;negativo;qualidade do produto
AV0487;10/02/2023;site;Sul;VLR-RS-02;3;vestuario;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0488;24/04/2023;loja_fisica;Sudeste;VLR-ES-01;1;vestuario;Atendimento horrível. Esperei 1 hora na fila sem nenhuma atenção.;negativo;atendimento
AV0489;14/04/2023;site;Nordeste;VLR-BA-02;5;calcados;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0490;28/06/2023;site;Sudeste;VLR-RJ-03;3;vestuario;Esperava um tamanho M padrão mas veio maior do que o habitual.;neutro;tamanho e caimento
AV0491;16/02/2023;site;Centro-Oeste;VLR-DF-01;3;vestuario;Tive que trocar de tamanho. A numeração parece inconsistente entre os modelos.;neutro;tamanho e caimento
AV0492;06/04/2023;loja_fisica;Nordeste;VLR-MA-02;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0493;30/01/2024;loja_fisica;Nordeste;VLR-PE-02;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0494;13/06/2023;loja_fisica;Nordeste;VLR-BA-01;5;acessorios;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0495;24/01/2024;app;Sul;VLR-RS-03;4;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0496;14/05/2024;site;Norte;VLR-PA-02;5;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0497;25/11/2024;loja_fisica;Sudeste;VLR-RJ-01;3;vestuario;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;qualidade do produto
AV0498;12/09/2023;app;Sul;VLR-PR-02;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0499;20/10/2024;loja_fisica;Sudeste;VLR-MG-02;5;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0500;25/11/2023;site;Sudeste;VLR-SP-02;5;calcados;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0501;29/08/2023;loja_fisica;Centro-Oeste;VLR-DF-01;3;vestuario;O caimento não ficou como na foto, mas o produto tem boa qualidade de material.;neutro;tamanho e caimento
AV0502;02/05/2023;site;Sudeste;VLR-RJ-03;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0503;04/04/2023;loja_fisica;Norte;VLR-AP-01;4;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0504;25/02/2023;loja_fisica;Sul;VLR-RS-01;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0505;08/01/2024;app;Centro-Oeste;VLR-MT-01;4;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0506;10/10/2024;site;Norte;VLR-RO-01;3;vestuario;Demorou mais do que o prazo informado no site. Precisei acompanhar pelo SAC.;neutro;entrega
AV0507;24/02/2024;loja_fisica;Sul;VLR-PR-03;2;vestuario;Entrega muito atrasada. Fui informada do atraso somente depois de reclamar.;negativo;entrega
AV0508;15/07/2023;loja_fisica;Sul;VLR-RS-02;2;vestuario;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0509;06/04/2024;loja_fisica;Sudeste;VLR-ES-01;5;calcados;Vale muito o preço. Produto durável e bonito.;positivo;preço
AV0510;22/08/2024;loja_fisica;Sudeste;VLR-MG-01;5;acessorios;Vale muito o preço. Produto durável e bonito.;positivo;preço
AV0511;06/09/2024;loja_fisica;Sul;VLR-PR-02;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0512;18/12/2023;site;Sul;VLR-SC-01;3;vestuario;Entrega lenta. Fiquei uma semana além do prazo esperando.;neutro;entrega
AV0513;19/12/2024;loja_fisica;Nordeste;VLR-AL-01;4;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0514;19/11/2024;loja_fisica;Nordeste;VLR-CE-02;5;calcados;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0515;29/07/2024;app;Sul;VLR-PR-02;4;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0516;08/03/2024;site;Sul;VLR-SC-02;5;acessorios;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0517;14/06/2023;loja_fisica;Norte;VLR-MA-01;2;vestuario;Já enviei o produto para troca e ainda não tenho previsão de retorno.;negativo;troca e devolução
AV0518;08/07/2024;site;Nordeste;VLR-CE-02;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0519;24/10/2024;loja_fisica;Sudeste;VLR-MG-01;5;acessorios;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0520;11/11/2024;app;Nordeste;VLR-AL-01;5;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0521;19/07/2024;loja_fisica;Sudeste;VLR-ES-01;5;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0522;10/10/2024;loja_fisica;Centro-Oeste;VLR-MT-01;5;calcados;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0523;01/07/2023;app;Sul;VLR-SC-01;2;vestuario;Prazo descumprido e o SAC não conseguiu me dar informações precisas.;negativo;atendimento
AV0524;23/07/2024;app;Nordeste;VLR-BA-01;2;vestuario;O processo de troca é muito lento e burocrático.;negativo;troca e devolução
AV0525;08/06/2023;app;Nordeste;VLR-CE-03;3;vestuario;Tive que trocar de tamanho. A numeração parece inconsistente entre os modelos.;neutro;tamanho e caimento
AV0526;08/11/2024;app;Centro-Oeste;VLR-DF-01;5;calcados;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0527;08/07/2023;app;Sul;VLR-RS-01;1;vestuario;Fui ofendida por uma funcionária na loja. Inadmissível.;negativo;atendimento
AV0528;15/08/2023;loja_fisica;Sul;VLR-RS-02;4;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0529;28/07/2024;loja_fisica;Centro-Oeste;VLR-MS-01;3;vestuario;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0530;07/09/2023;loja_fisica;Centro-Oeste;VLR-MS-01;5;acessorios;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0531;17/10/2023;site;Sudeste;VLR-RJ-02;5;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0532;29/10/2024;app;Centro-Oeste;VLR-MT-01;4;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0533;04/08/2023;loja_fisica;Sul;VLR-PR-01;2;calcados;Botão saiu na primeira semana. Acabamento muito ruim.;negativo;qualidade do produto
AV0534;15/03/2023;loja_fisica;Norte;VLR-AC-01;5;calcados;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0535;15/09/2023;app;Sudeste;VLR-SP-02;1;vestuario;Fui ofendida por uma funcionária na loja. Inadmissível.;negativo;atendimento
AV0536;07/10/2024;site;Sul;VLR-RS-02;5;vestuario;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0537;25/09/2024;loja_fisica;Centro-Oeste;VLR-MS-01;5;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0538;03/12/2024;app;Norte;VLR-AP-01;1;vestuario;Produto horrível. Desfiou logo na primeira semana de uso.;negativo;qualidade do produto
AV0539;01/02/2023;site;Centro-Oeste;VLR-MT-01;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0540;28/05/2023;loja_fisica;Sul;VLR-SC-02;5;acessorios;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0541;09/08/2024;app;Norte;VLR-PA-01;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0542;23/10/2024;site;Sul;VLR-RS-01;3;vestuario;Gostei do produto mas esperava mais pelo valor que paguei.;neutro;preço
AV0543;18/11/2024;loja_fisica;Nordeste;VLR-CE-01;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0544;14/09/2023;app;Sul;VLR-SC-02;4;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0545;29/08/2023;app;Sul;VLR-PR-03;3;calcados;Esperava um tamanho M padrão mas veio maior do que o habitual.;neutro;tamanho e caimento
AV0546;23/09/2024;loja_fisica;Sul;VLR-RS-03;3;vestuario;Demorou mais do que o prazo informado no site. Precisei acompanhar pelo SAC.;neutro;atendimento
AV0547;22/06/2023;loja_fisica;Sul;VLR-RS-01;4;acessorios;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0548;04/01/2024;site;Nordeste;VLR-PI-01;5;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
